x1,x2,y
0.3333333333333333,0,0
0.3334664033719748,0.0004190464617982021,0
0.33359894640054555,0.0008384273647284432,0
0.33373096178863976,0.0012581420457372736,0
0.33386244890668615,0.001678189840714991,0
0.3339934071259498,0.0020985700844966897,0
0.3341238358185335,0.0025192821108633158,0
0.33425373435737965,0.0029403252525427234,0
0.33438310211627176,0.0033616988412107306,0
0.3345119384698361,0.0037834022074921796,0
0.33464024279354376,0.004205434680962006,0
0.33476801446371157,0.004627795590146298,0
0.3348952528575044,0.005050484262523364,0
0.3350219573529363,0.005473500024524818,0
0.33514812732887256,0.005896842201536627,0
0.33527376216503124,0.006320510117900208,0
0.33539886124198476,0.006744503096913501,0
0.33552342394116147,0.0071688204608320455,0
0.33564744964484733,0.007593461530870069,0
0.3357709377361877,0.008018425627201566,0
0.3358938875991888,0.008443712068961393,0
0.33601629861871946,0.008869320174246353,0
0.33613817018051284,0.009295249260116299,0
0.33625950167116775,0.009721498642595217,0
0.3363802924781503,0.010148067636672324,0
0.33650054198979634,0.010574955556303193,0
0.33662024959531167,0.011002161714410812,0
0.33673941468477514,0.011429685422886736,0
0.33685803664913916,0.011857525992592164,0
0.33697611488023194,0.012285682733359051,0
0.33709364877075876,0.012714154953991252,0
0.33721063771430404,0.013142941962265585,0
0.33732708110533255,0.013572043064932997,0
0.3374429783391912,0.01400145756771967,0
0.3375583288121103,0.014431184775328114,0
0.3376731319212061,0.014861223991438336,0
0.3377873870644816,0.015291574518708946,0
0.337901093640828,0.01572223565877829,0
0.33801425105002725,0.016153206712265573,0
0.33812685869275266,0.01658448697877201,0
0.33823891597057126,0.017016075756881955,0
0.338350422285945,0.017447972344164047,0
0.3384613770422323,0.01788017603717233,0
0.33857177964369023,0.01831268613144744,0
0.3386816294954753,0.018745501921517704,0
0.3387909260036455,0.01917862270090032,0
0.3388996685751622,0.01961204776210251,0
0.33900785661789107,0.02004577639662266,0
0.3391154895406043,0.020479807894951477,0
0.33922256675298157,0.02091414154657316,0
0.3393290876656123,0.02134877663996655,0
0.33943505168999694,0.0217837124626063,0
0.33954045823854856,0.02221894830096405,0
0.3396453067245942,0.022654483440509604,0
0.33974959656237697,0.023090317165712016,0
0.3398533271670574,0.0235264487600409,0
0.3399564979547148,0.023962877505967536,0
0.34005910834234915,0.024399602684965997,0
